------+----------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                      Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
  220 |  1 decompress_v2_fast.asm    220 | Empty       | 00 |         |    0 | 00/00FF               |                                                          
  221 |  1 decompress_v2_fast.asm    221 | Empty       | 00 |         |    0 | 00/00FF               | GETNIBBLE4                                               
  222 |  1 decompress_v2_fast.asm    222 | Code        | 00 |         |    2 | 00/00FF : B7 00       |                               lda   [{0}],y              
  223 |  1 decompress_v2_fast.asm    223 | Code        | 00 |         |    1 | 00/0101 : C8          |                               iny                        
  224 |  1 decompress_v2_fast.asm    224 | Code        | 00 |         |    3 | 00/0102 : 09 00 80    |                               ora   #$8000               
  225 |  1 decompress_v2_fast.asm    225 | Code        | 00 |         |    2 | 00/0105 : 85 0C       |                               sta   {12}                 
  226 |  1 decompress_v2_fast.asm    226 | Code        | 00 |         |    3 | 00/0107 : 29 F0 00    |                               and   #$F0                 
  227 |  1 decompress_v2_fast.asm    227 | Code        | 00 |         |    1 | 00/010A : 4A          |                               lsr                        
  228 |  1 decompress_v2_fast.asm    228 | Code        | 00 |         |    1 | 00/010B : 4A          |                               lsr                        
  229 |  1 decompress_v2_fast.asm    229 | Code        | 00 |         |    1 | 00/010C : 4A          |                               lsr                        
  230 |  1 decompress_v2_fast.asm    230 | Code        | 00 |         |    2 | 00/010D : 80 1E       |                               bra   SET_15_13            
  231 |  1 decompress_v2_fast.asm    231 | Empty       | 00 |         |    0 | 00/010F               |                                                          
  232 |  1 decompress_v2_fast.asm    232 | Empty       | 00 |         |    0 | 00/010F               | OFFSET13_BIT0_SET                                        
  233 |  1 decompress_v2_fast.asm    233 | Code        | 00 |         |    2 | 00/010F : A5 0C       |                               lda   {12}                 
  234 |  1 decompress_v2_fast.asm    234 | Code        | 00 |         |    2 | 00/0111 : 10 09       |                               bpl   GETNIBBLE5           
  235 |  1 decompress_v2_fast.asm    235 | Code        | 00 |         |    3 | 00/0113 : 29 0F 00    |                               and   #$0F                 
  236 |  1 decompress_v2_fast.asm    236 | Code        | 00 |         |    2 | 00/0116 : 85 0C       |                               sta   {12}                 
  237 |  1 decompress_v2_fast.asm    237 | Code        | 00 |         |    1 | 00/0118 : 38          |                               sec                        
  238 |  1 decompress_v2_fast.asm    238 | Code        | 00 |         |    1 | 00/0119 : 2A          |                               rol                        
  239 |  1 decompress_v2_fast.asm    239 | Code        | 00 |         |    2 | 00/011A : 80 11       |                               bra   SET_15_13            
  240 |  1 decompress_v2_fast.asm    240 | Empty       | 00 |         |    0 | 00/011C               |                                                          
  241 |  1 decompress_v2_fast.asm    241 | Empty       | 00 |         |    0 | 00/011C               | GETNIBBLE5                                               
  242 |  1 decompress_v2_fast.asm    242 | Code        | 00 |         |    2 | 00/011C : B7 00       |                               lda   [{0}],y              
  243 |  1 decompress_v2_fast.asm    243 | Code        | 00 |         |    1 | 00/011E : C8          |                               iny                        
  244 |  1 decompress_v2_fast.asm    244 | Code        | 00 |         |    3 | 00/011F : 09 00 80    |                               ora   #$8000               
  245 |  1 decompress_v2_fast.asm    245 | Code        | 00 |         |    2 | 00/0122 : 85 0C       |                               sta   {12}                 
  246 |  1 decompress_v2_fast.asm    246 | Code        | 00 |         |    3 | 00/0124 : 29 F0 00    |                               and   #$F0                 
  247 |  1 decompress_v2_fast.asm    247 | Code        | 00 |         |    1 | 00/0127 : 4A          |                               lsr                        
  248 |  1 decompress_v2_fast.asm    248 | Code        | 00 |         |    1 | 00/0128 : 4A          |                               lsr                        
  249 |  1 decompress_v2_fast.asm    249 | Code        | 00 |         |    1 | 00/0129 : 4A          |                               lsr                        
  250 |  1 decompress_v2_fast.asm    250 | Code        | 00 |         |    3 | 00/012A : 09 01 00    |                               ora   #1                   
  251 |  1 decompress_v2_fast.asm    251 | Empty       | 00 |         |    0 | 00/012D               |                                                          
  252 |  1 decompress_v2_fast.asm    252 | Empty       | 00 |         |    0 | 00/012D               | SET_15_13                                                
  253 |  1 decompress_v2_fast.asm    253 | Code        | 00 |         |    3 | 00/012D : 69 DE 00    |                               adc   #$DE                 ;set bits 15-13 to 1 and subtract 2 (to subtract 512)
  254 |  1 decompress_v2_fast.asm    254 | Code        | 00 |         |    1 | 00/0130 : EB          |                               xba                        
  255 |  1 decompress_v2_fast.asm    255 | Code        | 10 |         |    2 | 00/0131 : E2 20       |                               sep   #$20                 ;short	m
  256 |  1 decompress_v2_fast.asm    256 | Directive   | 10 |         |    0 | 00/0133               |                               mx    %10                  
  257 |  1 decompress_v2_fast.asm    257 | Code        | 10 |         |    2 | 00/0133 : B7 00       |                               lda   [{0}],y              
  258 |  1 decompress_v2_fast.asm    258 | Code        | 00 |         |    2 | 00/0135 : C2 30       |                               rep   #$30                 ;long	m
  259 |  1 decompress_v2_fast.asm    259 | Directive   | 00 |         |    0 | 00/0137               |                               mx    %00                  
  260 |  1 decompress_v2_fast.asm    260 | Code        | 00 |         |    1 | 00/0137 : C8          |                               iny                        
  261 |  1 decompress_v2_fast.asm    261 | Code        | 00 |         |    2 | 00/0138 : 80 07       |                               bra   GOT_OFFSET           
  262 |  1 decompress_v2_fast.asm    262 | Comment     | 00 |         |    0 | 00/013A               | ;--------------------------------
  263 |  1 decompress_v2_fast.asm    263 | Empty       | 00 |         |    0 | 00/013A               |                                                          
  264 |  1 decompress_v2_fast.asm    264 | Empty       | 00 |         |    0 | 00/013A               | REPMATCH_OR_16_BIT                                       ;rep-match or 16 bit offset
  265 |  1 decompress_v2_fast.asm    265 | Code        | 00 |         |    2 | 00/013A : 30 0B       |                               bmi   REP_MATCH            ; XYZ=111? reuse previous offset if so (rep-match)
  266 |  1 decompress_v2_fast.asm    266 | Empty       | 00 |         |    0 | 00/013C               |                                                          
  267 |  1 decompress_v2_fast.asm    267 | Code        | 00 |         |    2 | 00/013C : B7 00       |                               lda   [{0}],y              ;110: handle 16 bit offset
  268 |  1 decompress_v2_fast.asm    268 | Code        | 00 |         |    1 | 00/013E : C8          |                               iny                        
  269 |  1 decompress_v2_fast.asm    269 | Code        | 00 |         |    1 | 00/013F : C8          |                               iny                        
  270 |  1 decompress_v2_fast.asm    270 | Code        | 00 |         |    1 | 00/0140 : EB          |                               xba                        
  271 |  1 decompress_v2_fast.asm    271 | Empty       | 00 |         |    0 | 00/0141               | GOT_OFFSET                                               
  272 |  1 decompress_v2_fast.asm    272 | Code        | 00 |         |    3 | 00/0141 : 49 FF FF    |                               eor   #$FFFF               ; TODO: eliminate 2's complement
  273 |  1 decompress_v2_fast.asm    273 | Code        | 00 |         |    1 | 00/0144 : 1A          |                               inc                        
  274 |  1 decompress_v2_fast.asm    274 | Code        | 00 |         |    2 | 00/0145 : 85 0E       |                               sta   {14}                 
  275 |  1 decompress_v2_fast.asm    275 | Empty       | 00 |         |    0 | 00/0147               | REP_MATCH                                                
  276 |  1 decompress_v2_fast.asm    276 | Code        | 00 |         |    2 | 00/0147 : A5 04       |                               lda   {4}                  
  277 |  1 decompress_v2_fast.asm    277 | Code        | 00 |         |    1 | 00/0149 : 38          |                               sec                        
  278 |  1 decompress_v2_fast.asm    278 | Code        | 00 |         |    2 | 00/014A : E5 0E       |                               sbc   {14}                 
  279 |  1 decompress_v2_fast.asm    279 | Code        | 00 |         |    2 | 00/014C : 85 08       |                               sta   {8}                  ;store back reference address
  280 |  1 decompress_v2_fast.asm    280 | Code        | 00 |         |    2 | 00/014E : A5 06       |                               lda   {4}+2                
  281 |  1 decompress_v2_fast.asm    281 | Code        | 00 |         |    3 | 00/0150 : E9 00 00    |                               sbc   #0                   
  282 |  1 decompress_v2_fast.asm    282 | Code        | 00 |         |    2 | 00/0153 : 85 0A       |                               sta   {8}+2                
  283 |  1 decompress_v2_fast.asm    283 | Empty       | 00 |         |    0 | 00/0155               |                                                          
  284 |  1 decompress_v2_fast.asm    284 | Code        | 00 |         |    2 | 00/0155 : A5 10       |                               lda   {16}                 ;retrieve token again
  285 |  1 decompress_v2_fast.asm    285 | Code        | 00 |         |    3 | 00/0157 : 29 07 00    |                               and   #%00000111           ;isolate match len (MMM)
  286 |  1 decompress_v2_fast.asm    286 | Code        | 00 |         |    3 | 00/015A : 69 01 00    |                               adc   #{2}-1               ;carry set
  287 |  1 decompress_v2_fast.asm    287 | Code        | 00 |         |    3 | 00/015D : C9 09 00    |                               cmp   #{2}+{7}             
  288 |  1 decompress_v2_fast.asm    288 | Code        | 00 |         |    2 | 00/0160 : 90 2F       |                               bcc   PREPARE_COPY_MATCH   ;if less, length is directly embedded in token
  289 |  1 decompress_v2_fast.asm    289 | Empty       | 00 |         |    0 | 00/0162               |                                                          
  290 |  1 decompress_v2_fast.asm    290 | Comment     | 00 |         |    0 | 00/0162               | ;--------------------------------
  291 |  1 decompress_v2_fast.asm    291 | Code        | 00 |         |    2 | 00/0162 : A5 0C       |                               lda   {12}                 ;get extra match length nibble
  292 |  1 decompress_v2_fast.asm    292 | Code        | 00 |         |    2 | 00/0164 : 10 08       |                               bpl   GETNIBBLE6           
  293 |  1 decompress_v2_fast.asm    293 | Code        | 00 |         |    3 | 00/0166 : 29 0F 00    |                               and   #$0F                 
  294 |  1 decompress_v2_fast.asm    294 | Code        | 00 |         |    2 | 00/0169 : 85 0C       |                               sta   {12}                 
  295 |  1 decompress_v2_fast.asm    295 | Code        | 00 |         |    1 | 00/016B : 18          |                               clc                        
  296 |  1 decompress_v2_fast.asm    296 | Code        | 00 |         |    2 | 00/016C : 80 0F       |                               bra   GOT_EXTRA_MATCH_LEN  
  297 |  1 decompress_v2_fast.asm    297 | Empty       | 00 |         |    0 | 00/016E               |                                                          
  298 |  1 decompress_v2_fast.asm    298 | Empty       | 00 |         |    0 | 00/016E               | GETNIBBLE6                                               
  299 |  1 decompress_v2_fast.asm    299 | Code        | 00 |         |    2 | 00/016E : B7 00       |                               lda   [{0}],y              
  300 |  1 decompress_v2_fast.asm    300 | Code        | 00 |         |    1 | 00/0170 : C8          |                               iny                        
  301 |  1 decompress_v2_fast.asm    301 | Code        | 00 |         |    3 | 00/0171 : 09 00 80    |                               ora   #$8000               
  302 |  1 decompress_v2_fast.asm    302 | Code        | 00 |         |    2 | 00/0174 : 85 0C       |                               sta   {12}                 
  303 |  1 decompress_v2_fast.asm    303 | Code        | 00 |         |    3 | 00/0176 : 29 F0 00    |                               and   #$F0                 
  304 |  1 decompress_v2_fast.asm    304 | Code        | 00 |         |    1 | 00/0179 : 4A          |                               lsr                        
  305 |  1 decompress_v2_fast.asm    305 | Code        | 00 |         |    1 | 00/017A : 4A          |                               lsr                        
  306 |  1 decompress_v2_fast.asm    306 | Code        | 00 |         |    1 | 00/017B : 4A          |                               lsr                        
  307 |  1 decompress_v2_fast.asm    307 | Code        | 00 |         |    1 | 00/017C : 4A          |                               lsr                        
  308 |  1 decompress_v2_fast.asm    308 | Empty       | 00 |         |    0 | 00/017D               |                                                          
  309 |  1 decompress_v2_fast.asm    309 | Empty       | 00 |         |    0 | 00/017D               | GOT_EXTRA_MATCH_LEN                                      
  310 |  1 decompress_v2_fast.asm    310 | Comment     | 00 |         |    0 | 00/017D               | ;--------------------------------
  311 |  1 decompress_v2_fast.asm    311 | Code        | 00 |         |    3 | 00/017D : 69 09 00    |                               adc   #{2}+{7}             
  312 |  1 decompress_v2_fast.asm    312 | Code        | 00 |         |    3 | 00/0180 : C9 18 00    |                               cmp   #{2}+{7}+15          
  313 |  1 decompress_v2_fast.asm    313 | Code        | 00 |         |    2 | 00/0183 : 90 0C       |                               bcc   PREPARE_COPY_MATCH   ;if less, match length is complete
  314 |  1 decompress_v2_fast.asm    314 | Empty       | 00 |         |    0 | 00/0185               |                                                          
  315 |  1 decompress_v2_fast.asm    315 | Code        | 00 |         |    2 | 00/0185 : B7 00       |                               lda   [{0}],y              ;get extra byte of variable match length
  316 |  1 decompress_v2_fast.asm    316 | Code        | 00 |         |    3 | 00/0187 : 29 FF 00    |                               and   #$FF                 
  317 |  1 decompress_v2_fast.asm    317 | Code        | 00 |         |    1 | 00/018A : C8          |                               iny                        ;carry is set
  318 |  1 decompress_v2_fast.asm    318 | Code        | 00 |         |    3 | 00/018B : E9 E8 00    |                               sbc   #$E8                 ;overflow?
  319 |  1 decompress_v2_fast.asm    319 | Code        | 00 |         |    3 | 00/018E : 29 FF 00    |                               and   #$FF                 
  320 |  1 decompress_v2_fast.asm    320 | Empty       | 00 |         |    0 | 00/0191               |                                                          
  321 |  1 decompress_v2_fast.asm    321 | Empty       | 00 |         |    0 | 00/0191               | PREPARE_COPY_MATCH                                       
  322 |  1 decompress_v2_fast.asm    322 | Code        | 00 |         |    1 | 00/0191 : AA          |                               tax                        
  323 |  1 decompress_v2_fast.asm    323 | Code        | 00 |         |    2 | 00/0192 : 90 08       |                               bcc   PREPARE_COPY_MATCH2  ;if not, the match length is complete
  324 |  1 decompress_v2_fast.asm    324 | Code        | 00 |         |    2 | 00/0194 : F0 6B       |                               beq   DECOMPRESSION_DONE   ;if EOD code, bail
  325 |  1 decompress_v2_fast.asm    325 | Empty       | 00 |         |    0 | 00/0196               |                                                          
  326 |  1 decompress_v2_fast.asm    326 | Code        | 00 |         |    2 | 00/0196 : B7 00       |                               lda   [{0}],y              
  327 |  1 decompress_v2_fast.asm    327 | Code        | 00 |         |    1 | 00/0198 : C8          |                               iny                        
  328 |  1 decompress_v2_fast.asm    328 | Code        | 00 |         |    1 | 00/0199 : C8          |                               iny                        
  329 |  1 decompress_v2_fast.asm    329 | Code        | 00 |         |    1 | 00/019A : AA          |                               tax                        
  330 |  1 decompress_v2_fast.asm    330 | Code        | 00 |         |    1 | 00/019B : 18          |                               clc                        
  331 |  1 decompress_v2_fast.asm    331 | Empty       | 00 |         |    0 | 00/019C               |                                                          
  332 |  1 decompress_v2_fast.asm    332 | Empty       | 00 |         |    0 | 00/019C               | PREPARE_COPY_MATCH2                                      
  333 |  1 decompress_v2_fast.asm    333 | Code        | 00 |         |    1 | 00/019C : 98          |                               tya                        
  334 |  1 decompress_v2_fast.asm    334 | Code        | 00 |         |    2 | 00/019D : 65 00       |                               adc   {0}                  
  335 |  1 decompress_v2_fast.asm    335 | Code        | 00 |         |    2 | 00/019F : 85 00       |                               sta   {0}                  
  336 |  1 decompress_v2_fast.asm    336 | Code        | 00 |         |    2 | 00/01A1 : 90 02       |                               bcc   PREPARE_COPY_MATCH3  
  337 |  1 decompress_v2_fast.asm    337 | Code        | 00 |         |    2 | 00/01A3 : E6 02       |                               inc   {0}+2                
  338 |  1 decompress_v2_fast.asm    338 | Empty       | 00 |         |    0 | 00/01A5               |                                                          
  339 |  1 decompress_v2_fast.asm    339 | Empty       | 00 |         |    0 | 00/01A5               | PREPARE_COPY_MATCH3                                      
  340 |  1 decompress_v2_fast.asm    340 | Code        | 00 |         |    3 | 00/01A5 : A0 00 00    |                               ldy   #0                   
  341 |  1 decompress_v2_fast.asm    341 | Code        | 00 |         |    2 | 00/01A8 : A5 0E       |                               lda   {14}                 
  342 |  1 decompress_v2_fast.asm    342 | Code        | 00 |         |    3 | 00/01AA : C9 01 00    |                               cmp   #1                   
  343 |  1 decompress_v2_fast.asm    343 | Code        | 00 |         |    2 | 00/01AD : F0 3A       |                               beq   SINGLE_BYTE_REPEAT   
  344 |  1 decompress_v2_fast.asm    344 | Code        | 00 |         |    1 | 00/01AF : 8A          |                               txa                        
  345 |  1 decompress_v2_fast.asm    345 | Code        | 00 |         |    1 | 00/01B0 : 4A          |                               lsr                        
  346 |  1 decompress_v2_fast.asm    346 | Code        | 00 |         |    2 | 00/01B1 : B0 16       |                               bcs   COPY_MATCH_ODD       
  347 |  1 decompress_v2_fast.asm    347 | Empty       | 00 |         |    0 | 00/01B3               |                                                          
  348 |  1 decompress_v2_fast.asm    348 | Code        | 00 |         |    1 | 00/01B3 : AA          |                               tax                        
  349 |  1 decompress_v2_fast.asm    349 | Empty       | 00 |         |    0 | 00/01B4               | COPY_MATCH_LOOP_EVEN                                     
  350 |  1 decompress_v2_fast.asm    350 | Code        | 00 |         |    2 | 00/01B4 : B7 08       |                               lda   [{8}],y              ;get two bytes of backreferences
  351 |  1 decompress_v2_fast.asm    351 | Code        | 00 |         |    2 | 00/01B6 : 97 04       |                               sta   [{4}],y              
  352 |  1 decompress_v2_fast.asm    352 | Code        | 00 |         |    1 | 00/01B8 : C8          |                               iny                        
  353 |  1 decompress_v2_fast.asm    353 | Code        | 00 |         |    1 | 00/01B9 : C8          |                               iny                        
  354 |  1 decompress_v2_fast.asm    354 | Code        | 00 |         |    1 | 00/01BA : CA          |                               dex                        
  355 |  1 decompress_v2_fast.asm    355 | Code        | 00 |         |    2 | 00/01BB : D0 F7       |                               bne   COPY_MATCH_LOOP_EVEN 
  356 |  1 decompress_v2_fast.asm    356 | Code        | 00 |         |    1 | 00/01BD : 98          |                               tya                        
  357 |  1 decompress_v2_fast.asm    357 | Code        | 00 |         |    2 | 00/01BE : 65 04       |                               adc   {4}                  
  358 |  1 decompress_v2_fast.asm    358 | Code        | 00 |         |    2 | 00/01C0 : 85 04       |                               sta   {4}                  
  359 |  1 decompress_v2_fast.asm    359 | Code        | 00 |         |    2 | 00/01C2 : 90 22       |                               bcc   DECODE_NEXT_TOKEN    
  360 |  1 decompress_v2_fast.asm    360 | Code        | 00 |         |    2 | 00/01C4 : E6 06       |                               inc   {4}+2                
  361 |  1 decompress_v2_fast.asm    361 | Code        | 00 |  2      |    3 | 00/01C6 : 4C 02 00    |                               jmp   DECODE_TOKEN         
  362 |  1 decompress_v2_fast.asm    362 | Empty       | 00 |         |    0 | 00/01C9               |                                                          
  363 |  1 decompress_v2_fast.asm    363 | Empty       | 00 |         |    0 | 00/01C9               | COPY_MATCH_ODD                                           
  364 |  1 decompress_v2_fast.asm    364 | Code        | 00 |         |    2 | 00/01C9 : F0 0A       |                               beq   COPY_MATCH_SINGLE_BYTE
  365 |  1 decompress_v2_fast.asm    365 | Code        | 00 |         |    1 | 00/01CB : AA          |                               tax                        
  366 |  1 decompress_v2_fast.asm    366 | Empty       | 00 |         |    0 | 00/01CC               | COPY_MATCH_LOOP_ODD                                      
  367 |  1 decompress_v2_fast.asm    367 | Code        | 00 |         |    2 | 00/01CC : B7 08       |                               lda   [{8}],y              ;get two bytes of backreferences
  368 |  1 decompress_v2_fast.asm    368 | Code        | 00 |         |    2 | 00/01CE : 97 04       |                               sta   [{4}],y              
  369 |  1 decompress_v2_fast.asm    369 | Code        | 00 |         |    1 | 00/01D0 : C8          |                               iny                        
  370 |  1 decompress_v2_fast.asm    370 | Code        | 00 |         |    1 | 00/01D1 : C8          |                               iny                        
  371 |  1 decompress_v2_fast.asm    371 | Code        | 00 |         |    1 | 00/01D2 : CA          |                               dex                        
  372 |  1 decompress_v2_fast.asm    372 | Code        | 00 |         |    2 | 00/01D3 : D0 F7       |                               bne   COPY_MATCH_LOOP_ODD  
  373 |  1 decompress_v2_fast.asm    373 | Empty       | 00 |         |    0 | 00/01D5               | COPY_MATCH_SINGLE_BYTE                                   
  374 |  1 decompress_v2_fast.asm    374 | Code        | 10 |         |    2 | 00/01D5 : E2 21       |                               sep   #$21                 
  375 |  1 decompress_v2_fast.asm    375 | Directive   | 10 |         |    0 | 00/01D7               |                               mx    %10                  
  376 |  1 decompress_v2_fast.asm    376 | Code        | 10 |         |    2 | 00/01D7 : B7 08       |                               lda   [{8}],y              ;get one byte of backreference
  377 |  1 decompress_v2_fast.asm    377 | Code        | 10 |         |    2 | 00/01D9 : 97 04       |                               sta   [{4}],y              
  378 |  1 decompress_v2_fast.asm    378 | Code        | 00 |         |    2 | 00/01DB : C2 30       |                               rep   #$30                 
  379 |  1 decompress_v2_fast.asm    379 | Directive   | 00 |         |    0 | 00/01DD               |                               mx    %00                  
  380 |  1 decompress_v2_fast.asm    380 | Code        | 00 |         |    1 | 00/01DD : 98          |                               tya                        
  381 |  1 decompress_v2_fast.asm    381 | Code        | 00 |         |    2 | 00/01DE : 65 04       |                               adc   {4}                  ;carry is set
  382 |  1 decompress_v2_fast.asm    382 | Code        | 00 |         |    2 | 00/01E0 : 85 04       |                               sta   {4}                  
  383 |  1 decompress_v2_fast.asm    383 | Code        | 00 |         |    2 | 00/01E2 : 90 02       |                               bcc   DECODE_NEXT_TOKEN    
  384 |  1 decompress_v2_fast.asm    384 | Code        | 00 |         |    2 | 00/01E4 : E6 06       |                               inc   {4}+2                
  385 |  1 decompress_v2_fast.asm    385 | Empty       | 00 |         |    0 | 00/01E6               | DECODE_NEXT_TOKEN                                        
  386 |  1 decompress_v2_fast.asm    386 | Code        | 00 |  2      |    3 | 00/01E6 : 4C 02 00    |                               jmp   DECODE_TOKEN         
  387 |  1 decompress_v2_fast.asm    387 | Empty       | 00 |         |    0 | 00/01E9               |                                                          
  388 |  1 decompress_v2_fast.asm    388 | Empty       | 00 |         |    0 | 00/01E9               | SINGLE_BYTE_REPEAT                                       
  389 |  1 decompress_v2_fast.asm    389 | Code        | 10 |         |    2 | 00/01E9 : E2 20       |                               sep   #$20                 ;short	m
  390 |  1 decompress_v2_fast.asm    390 | Directive   | 10 |         |    0 | 00/01EB               |                               mx    %10                  
  391 |  1 decompress_v2_fast.asm    391 | Code        | 10 |         |    2 | 00/01EB : B7 08       |                               lda   [{8}],y              ;get one byte of backreference
  392 |  1 decompress_v2_fast.asm    392 | Empty       | 10 |         |    0 | 00/01ED               | SINGLE_BYTE_REPEAT_LOOP                                  
  393 |  1 decompress_v2_fast.asm    393 | Code        | 10 |         |    2 | 00/01ED : 97 04       |                               sta   [{4}],y              
  394 |  1 decompress_v2_fast.asm    394 | Code        | 10 |         |    1 | 00/01EF : C8          |                               iny                        
  395 |  1 decompress_v2_fast.asm    395 | Code        | 10 |         |    1 | 00/01F0 : CA          |                               dex                        
  396 |  1 decompress_v2_fast.asm    396 | Code        | 10 |         |    2 | 00/01F1 : D0 FA       |                               bne   SINGLE_BYTE_REPEAT_LOOP
  397 |  1 decompress_v2_fast.asm    397 | Code        | 00 |         |    2 | 00/01F3 : C2 21       |                               rep   #$21                 
  398 |  1 decompress_v2_fast.asm    398 | Directive   | 00 |         |    0 | 00/01F5               |                               mx    %00                  
  399 |  1 decompress_v2_fast.asm    399 | Code        | 00 |         |    1 | 00/01F5 : 98          |                               tya                        
  400 |  1 decompress_v2_fast.asm    400 | Code        | 00 |         |    2 | 00/01F6 : 65 04       |                               adc   {4}                  ;	carry is clear
  401 |  1 decompress_v2_fast.asm    401 | Code        | 00 |         |    2 | 00/01F8 : 85 04       |                               sta   {4}                  
  402 |  1 decompress_v2_fast.asm    402 | Code        | 00 |         |    2 | 00/01FA : 90 EA       |                               bcc   DECODE_NEXT_TOKEN    
  403 |  1 decompress_v2_fast.asm    403 | Code        | 00 |         |    2 | 00/01FC : E6 06       |                               inc   {4}+2                
  404 |  1 decompress_v2_fast.asm    404 | Code        | 00 |  2      |    3 | 00/01FE : 4C 02 00    |                               jmp   DECODE_TOKEN         
  405 |  1 decompress_v2_fast.asm    405 | Empty       | 00 |         |    0 | 00/0201               |                                                          
  406 |  1 decompress_v2_fast.asm    406 | Empty       | 00 |         |    0 | 00/0201               | DECOMPRESSION_DONE                                       
  407 |  1 decompress_v2_fast.asm    407 | Code        | 00 |         |    1 | 00/0201 : 60          |                               rts                        
  408 |  1 decompress_v2_fast.asm    408 | Empty       | 00 |         |    0 | 00/0202               |                                                          
  409 |  1 decompress_v2_fast.asm    409 | Comment     | 00 |         |    0 | 00/0202               | ;	end
  410 |  1 decompress_v2_fast.asm    410 | Empty       | 00 |         |    0 | 00/0202               |                                                          
  411 |  1 decompress_v2_fast.asm    411 | Comment     | 00 |         |    0 | 00/0202               | ;------------------------------------------------------------------------------
  412 |  1 decompress_v2_fast.asm    412 | Comment     | 00 |         |    0 | 00/0202               | ; Compatible with ORCA/C calling convention:
  413 |  1 decompress_v2_fast.asm    413 | Comment     | 00 |         |    0 | 00/0202               | ;
  414 |  1 decompress_v2_fast.asm    414 | Comment     | 00 |         |    0 | 00/0202               | ;		void decompress_lzsa(void* dest, void* src)
  415 |  1 decompress_v2_fast.asm    415 | Comment     | 00 |         |    0 | 00/0202               | ;
  416 |  1 decompress_v2_fast.asm    416 | Comment     | 00 |         |    0 | 00/0202               | ; pea ^source_address
  417 |  1 decompress_v2_fast.asm    417 | Comment     | 00 |         |    0 | 00/0202               | ; pea #source_address
  418 |  1 decompress_v2_fast.asm    418 | Comment     | 00 |         |    0 | 00/0202               | ;
  419 |  1 decompress_v2_fast.asm    419 | Comment     | 00 |         |    0 | 00/0202               | ; pea ^destination_address
  420 |  1 decompress_v2_fast.asm    420 | Comment     | 00 |         |    0 | 00/0202               | ; pea #destination_address
  421 |  1 decompress_v2_fast.asm    421 | Comment     | 00 |         |    0 | 00/0202               | ;
  422 |  1 decompress_v2_fast.asm    422 | Comment     | 00 |         |    0 | 00/0202               | ; jsl decompress_lzsa
  423 |  1 decompress_v2_fast.asm    423 | Comment     | 00 |         |    0 | 00/0202               | ;
  424 |  1 decompress_v2_fast.asm    424 | Comment     | 00 |         |    0 | 00/0202               | ;------------------------------------------------------------------------------
  425 |  1 decompress_v2_fast.asm    425 | Empty       | 00 |         |    0 | 00/0202               |                                                          
  426 |  1 decompress_v2_fast.asm    426 | Empty       | 00 |         |    0 | 00/0202               |                                                          
  427 |  1 decompress_v2_fast.asm    427 | Global      | 00 |         |    0 | 00/0202               | decompress_lzsa               ent                        
  428 |  1 decompress_v2_fast.asm    428 | Directive   | 00 |         |    0 | 00/0202               |                               mx    %00                  
  429 |  1 decompress_v2_fast.asm    429 | Equivalence | 00 |         |    0 | 00/0202               | pDest                         equ   4                    
  430 |  1 decompress_v2_fast.asm    430 | Equivalence | 00 |         |    0 | 00/0202               | pPackedSource                 equ   8                    
  431 |  1 decompress_v2_fast.asm    431 | Empty       | 00 |         |    0 | 00/0202               |                                                          
  432 |  1 decompress_v2_fast.asm    432 | Comment     | 00 |         |    0 | 00/0202               | 	; Setup Source Pointer
  433 |  1 decompress_v2_fast.asm    433 | Code        | 00 |         |    2 | 00/0202 : A3 08       |                               lda   {8},s                
  434 |  1 decompress_v2_fast.asm    434 | Code        | 00 |         |    2 | 00/0204 : 85 00       |                               sta   <{0}                 
  435 |  1 decompress_v2_fast.asm    435 | Code        | 00 |         |    2 | 00/0206 : A3 0A       |                               lda   {8}+2,s              
  436 |  1 decompress_v2_fast.asm    436 | Code        | 00 |         |    2 | 00/0208 : 85 02       |                               sta   <{0}+2               
  437 |  1 decompress_v2_fast.asm    437 | Empty       | 00 |         |    0 | 00/020A               |                                                          
  438 |  1 decompress_v2_fast.asm    438 | Comment     | 00 |         |    0 | 00/020A               | 	; Setup Dest Pointer
  439 |  1 decompress_v2_fast.asm    439 | Code        | 00 |         |    2 | 00/020A : A3 04       |                               lda   {4},s                
  440 |  1 decompress_v2_fast.asm    440 | Code        | 00 |         |    2 | 00/020C : 85 04       |                               sta   <{4}                 
  441 |  1 decompress_v2_fast.asm    441 | Code        | 00 |         |    2 | 00/020E : A3 06       |                               lda   {4}+2,s              
  442 |  1 decompress_v2_fast.asm    442 | Code        | 00 |         |    2 | 00/0210 : 85 06       |                               sta   <{4}+2               
  443 |  1 decompress_v2_fast.asm    443 | Empty       | 00 |         |    0 | 00/0212               |                                                          
  444 |  1 decompress_v2_fast.asm    444 | Code        | 00 |  2      |    3 | 00/0212 : 20 00 00    |                               jsr   DECOMPRESS_LZSA2     ; Call the raw data decompressor
  445 |  1 decompress_v2_fast.asm    445 | Empty       | 00 |         |    0 | 00/0215               |                                                          
  446 |  1 decompress_v2_fast.asm    446 | Code        | 00 |         |    2 | 00/0215 : C2 31       |                               rep   #$31                 
